mp_rgb_img,left_hand_skel_data,right_hand_skel_data,nuitrack_rgb_image,nuitrack_skel_data
,1703220219.9254386,1703220218.6334434,,1703220221.8869932
,1703220219.9254506,1703220218.6774316,,1703220221.9464717
,1703220219.9254615,1703220218.6868885,,1703220221.9934318
,1703220219.9694362,1703220218.73342,,1703220222.0486476
,1703220219.983798,1703220218.777443,,1703220222.093427
,1703220220.025435,1703220218.8214126,,1703220222.152913
,1703220220.025446,1703220218.8654191,,1703220222.19404
,1703220220.025458,1703220218.865431,,1703220222.1940699
,1703220220.0694427,1703220218.9094443,,1703220222.2502193
,1703220220.0694544,1703220218.920592,,1703220222.2540057
,1703220220.0866287,1703220218.9614697,,1703220222.3125033
,1703220220.0878682,1703220219.005472,,1703220222.3534317
,1703220220.129452,1703220219.0494108,,1703220222.3974402
,1703220220.1734717,1703220219.0934498,,1703220222.448634
,1703220220.2174144,1703220219.093463,,1703220222.4894361
,1703220220.2615185,1703220219.1374168,,1703220222.489449
,1703220220.261572,1703220219.1525497,,1703220222.5463395
,1703220220.3054442,1703220219.1974704,,1703220222.5513234
,1703220220.3242981,1703220219.2414608,,1703220222.6169705
,1703220220.3654125,1703220219.285409,,1703220222.6614838
,1703220220.40946,1703220219.3294451,,1703220222.6615274
,1703220220.453414,1703220219.3294585,,1703220222.705435
,1703220220.497463,1703220219.3734875,,1703220222.7188642
,1703220220.4974797,1703220219.3876524,,1703220222.761471
,1703220220.5414426,1703220219.4294462,,1703220222.8453074
,1703220220.554121,1703220219.4734383,,1703220222.8854399
,1703220220.5974636,1703220219.5174108,,1703220222.9294531
,1703220220.6414468,1703220219.5654664,,1703220222.929466
,1703220220.6854253,1703220219.5654838,,1703220222.9836078
,1703220220.7294464,1703220219.6094875,,1703220222.9876158
,1703220220.7294612,1703220219.6200917,,1703220223.0479593
,1703220220.7774491,1703220219.6614528,,1703220223.0894544
,1703220220.7886655,1703220219.7094471,,1703220223.149555
,1703220220.8294377,1703220219.7534058,,1703220223.1938686
,1703220220.8774345,1703220219.797441,,1703220223.2414057
,1703220220.921421,1703220219.7974544,,1703220223.2854137
,1703220220.9654362,1703220219.845454,,1703220223.2854197
,1703220220.9654489,1703220219.8544312,,1703220223.3294609
,1703220221.013434,1703220219.9211354,,1703220223.3835824
,1703220221.0212638,1703220219.9614508,,1703220223.4254344
,1703220221.0614955,1703220220.1649609,,1703220223.425447
,1703220221.105414,1703220220.2054496,,1703220223.481124
,1703220221.153444,1703220220.2494335,,1703220223.4857895
,1703220221.197454,1703220220.2934422,,1703220223.5520678
,1703220221.197477,1703220220.3414187,,1703220223.5974724
,1703220221.24546,1703220220.341433,,1703220223.6821647
,1703220221.2569191,1703220220.3854733,,1703220223.7294514
,1703220221.2974186,1703220220.3890183,,1703220223.78129
,1703220221.3454447,1703220220.4334474,,1703220223.821423
,1703220221.3894293,1703220220.4774432,,1703220223.8654377
,1703220221.3894408,1703220220.525437,,1703220223.9094377
,1703220221.433427,1703220220.5254507,,1703220223.909447
,1703220221.4556236,1703220220.5734398,,1703220223.981825
,1703220221.4974508,1703220220.5884745,,1703220224.0163887
,1703220221.5414636,1703220220.6294494,,1703220224.0574358
,1703220221.5854225,1703220220.6774468,,1703220224.0574467
,1703220221.629441,1703220220.7214518,,1703220224.1014607
,1703220221.6294708,1703220220.7655008,,1703220224.182847
,1703220221.6774492,1703220220.765511,,1703220224.2254217
,1703220221.6897936,1703220220.809445,,1703220224.2254312
,1703220221.7334504,1703220220.823513,,1703220224.2694244
,1703220221.7774587,1703220220.8654947,,1703220224.315985
,1703220221.8254445,1703220220.909444,,1703220224.3614464
,1703220221.825462,1703220220.9574502,,1703220224.3614576
,1703220221.869485,1703220220.9574718,,1703220224.4176714
,1703220221.8892834,1703220221.0014536,,1703220224.4822314
,1703220221.9334385,1703220221.0225167,,1703220224.5254352
,1703220221.9814427,1703220221.0694664,,1703220224.5254414
,1703220222.0294516,1703220221.1134205,,1703220224.5694778
,1703220222.0294704,1703220221.1574605,,1703220224.586
,1703220222.073429,1703220221.157509,,1703220224.6294672
,1703220222.0886674,1703220221.2014267,,1703220224.6734135
,1703220222.129441,1703220221.2225897,,1703220224.7214258
,1703220222.1774557,1703220221.2654724,,1703220224.721436
,1703220222.221407,1703220221.3094282,,1703220224.7654607
,1703220222.2654274,1703220221.3534145,,1703220224.785754
,1703220222.2654614,1703220221.39745,,1703220224.8334703
,1703220222.314875,1703220221.3974733,,1703220224.9156106
,1703220222.322191,1703220221.445443,,1703220224.9574273
,1703220222.369447,1703220221.455631,,1703220225.0156271
,1703220222.4134355,1703220221.4974773,,1703220225.057458
,1703220222.4574172,1703220221.541439,,1703220225.1014383
,1703220222.5054264,1703220221.5854158,,1703220225.145463
,1703220222.50544,1703220221.6294758,,1703220225.1454768
,1703220222.5494177,1703220221.6294787,,1703220225.1894503
,1703220222.557461,1703220221.6774597,,1703220225.2206073
,1703220222.601453,1703220221.6897874,,1703220225.2614436
,1703220222.649432,1703220221.7334566,,1703220225.3054926
,1703220222.6934555,1703220221.7774518,,1703220225.3494346
,1703220222.6934679,1703220221.8214655,,1703220225.3974442
,1703220222.7414627,1703220221.869485,,1703220225.4414139
,1703220222.7562952,1703220221.8695197,,1703220225.441421
,1703220222.7974427,1703220221.9148,,1703220225.4854674
,1703220222.845413,1703220221.923759,,1703220225.4890358
,1703220222.8894281,1703220221.9654806,,1703220225.5294437
,1703220222.9334185,1703220222.009419,,1703220225.6160908
,1703220222.9334455,1703220222.053438,,1703220225.682968
,1703220222.9774675,1703220222.101456,,1703220225.729433
,1703220222.9917912,1703220222.1014717,,1703220225.7294695
,1703220223.0334635,1703220222.1454499,,1703220225.7734149
,1703220223.0774546,1703220222.1574366,,1703220225.7866437
,1703220223.1214452,1703220222.2014453,,1703220225.8294294
,1703220223.1214564,1703220222.245489,,1703220225.8734238
,1703220223.1654503,1703220222.2894473,,1703220225.92146
,1703220223.1909807,1703220222.3334742,,1703220225.9214764
,1703220223.2334623,1703220222.3334816,,1703220225.9842784
,1703220223.2774193,1703220222.377467,,1703220226.0175505
,1703220223.3214638,1703220222.3888273,,1703220226.0614228
,1703220223.369473,1703220222.433462,,1703220226.0614302
,1703220223.3695066,1703220222.4774866,,1703220226.118275
,1703220223.4174526,1703220222.5254695,,1703220226.1504147
,1703220223.4562478,1703220222.525489,,1703220226.1980155
,1703220223.4974444,1703220222.5694535,,1703220226.2414267
,1703220223.5414088,1703220222.5905154,,1703220226.2854447
,1703220223.5854137,1703220222.6334555,,1703220226.285456
,1703220223.6294377,1703220222.6774426,,1703220226.3294442
,1703220223.6294646,1703220222.7214243,,1703220226.3294559
,1703220223.6734138,1703220222.765433,,1703220226.4182973
,1703220223.6922293,1703220222.7654464,,1703220226.4850695
,1703220223.7334476,1703220222.8094187,,1703220226.525446
,1703220223.7774246,1703220222.8243675,,1703220226.5842407
,1703220223.821432,1703220222.8654578,,1703220226.6254475
,1703220223.8654487,1703220222.9094138,,1703220226.6254585
,1703220223.8654552,1703220222.9534569,,1703220226.685285
,1703220223.909425,1703220222.9974477,,1703220226.6895008
,1703220223.9284995,1703220222.9974644,,1703220226.783696
,1703220223.97345,1703220223.0414588,,1703220226.825441
,1703220224.0174108,1703220223.051305,,1703220226.869468
,1703220224.0614746,1703220223.0934124,,1703220226.8694758
,1703220224.0615215,1703220223.1374166,,1703220226.9174476
,1703220224.10542,1703220223.1814501,,1703220226.9835184
,1703220224.121327,1703220223.2254531,,1703220227.0254352
,1703220224.165443,1703220223.225465,,1703220227.0695016
,1703220224.2094166,1703220223.273426,,1703220227.1174526
,1703220224.2574208,1703220223.2916763,,1703220227.1174686
,1703220224.3014252,1703220223.3334424,,1703220227.161436
,1703220224.301437,1703220223.3774343,,1703220227.1614456
,1703220224.3454673,1703220223.4214184,,1703220227.2184608
,1703220224.3596764,1703220223.4654386,,1703220227.2536142
,1703220224.4020002,1703220223.509414,,1703220227.3014293
,1703220224.4494352,1703220223.5534112,,1703220227.3519635
,1703220224.498383,1703220223.5974727,,1703220227.3934267
,1703220224.498393,1703220223.5974853,,1703220227.3934329
,1703220224.541449,1703220223.641428,,1703220227.4414325
,1703220224.5590918,1703220223.6580374,,1703220227.457306
,1703220224.605416,1703220223.7014437,,1703220227.4974384
,1703220224.6494234,1703220223.7454216,,1703220227.552193
,1703220224.6934326,1703220223.7934792,,1703220227.593419
,1703220224.693442,1703220223.7934976,,1703220227.6374433
,1703220224.7374258,1703220223.8374672,,1703220227.6814642
,1703220224.7574034,1703220223.859386,,1703220227.6814935
,1703220224.8014903,1703220223.9014452,,1703220227.725413
,1703220224.8455052,1703220223.9454207,,1703220227.7254207
,1703220224.889451,1703220223.9894352,,1703220227.7694862
,1703220224.93345,1703220224.0334532,,1703220227.7906466
,1703220224.9334996,1703220224.0334632,,1703220227.850532
,1703220224.9774523,1703220224.0774686,,1703220227.8975136
,1703220224.9906433,1703220224.091396,,1703220227.9454253
,1703220225.0334516,1703220224.133487,,1703220227.9454513
,1703220225.0814471,1703220224.1774259,,1703220227.9934134
,1703220225.129469,1703220224.2214274,,1703220227.9934223
,1703220225.1734169,1703220224.2654493,,1703220228.0414312
,1703220225.2174325,1703220224.2654593,,1703220228.0564723
,1703220225.2614436,1703220224.3094344,,1703220228.0974374
,1703220225.2614565,1703220224.3256843,,1703220228.1522377
,1703220225.3054821,1703220224.3734298,,1703220228.1934524
,1703220225.3267658,1703220224.417455,,1703220228.2374468
,1703220225.3694613,1703220224.4614723,,1703220228.2854145
,1703220225.4134707,1703220224.5054579,,1703220228.3254178
,1703220225.4574168,1703220224.505469,,1703220228.3734295
,1703220225.501449,1703220224.5494664,,1703220228.3734381
,1703220225.5014598,1703220224.559052,,1703220228.420467
,1703220225.5454338,1703220224.6015093,,1703220228.4537432
,1703220225.553294,1703220224.64542,,1703220228.4975135
,1703220225.5934598,1703220224.6894093,,1703220228.541511
,1703220225.6414106,1703220224.733467,,1703220228.5415273
,1703220225.6854074,1703220224.733484,,1703220228.5854487
,1703220225.7294292,1703220224.7774339,,1703220228.5904977
,1703220225.7294443,1703220224.792039,,1703220228.6859598
,1703220225.7734213,1703220224.8334725,,1703220228.7295341
,1703220225.7854576,1703220224.8774338,,1703220228.7295518
,1703220225.8334365,1703220224.921452,,1703220228.773448
,1703220225.8774393,1703220224.9657574,,1703220228.8539507
,1703220225.9254236,1703220224.9657874,,1703220228.8974347
,1703220225.9254344,1703220225.0134346,,1703220228.8974476
,1703220225.9734414,1703220225.0265841,,1703220228.9882193
,1703220225.9945154,1703220225.0694633,,1703220229.020197
,1703220226.0414512,1703220225.113477,,1703220229.0614185
,1703220226.0894525,1703220225.1574392,,1703220229.1197467
,1703220226.133449,1703220225.2014706,,1703220229.1614172
,1703220226.1334677,1703220225.2454875,,1703220229.1614246
,1703220226.1774201,1703220225.289466,,1703220229.2205732
,1703220226.1935165,1703220225.333436,,1703220229.224753
,1703220226.2374547,1703220225.333445,,1703220229.2655
,1703220226.2854612,1703220225.3814635,,1703220229.3200862
,1703220226.3294594,1703220225.3911898,,1703220229.3614438
,1703220226.329463,1703220225.4374595,,1703220229.361454
,1703220226.37743,1703220225.4854581,,1703220229.4205441
,1703220226.3939211,1703220225.5294533,,1703220229.4250298
,1703220226.4374452,1703220225.5294673,,1703220229.4678037
,1703220226.4814272,1703220225.5734346,,1703220229.5199175
,1703220226.5254443,1703220225.5938044,,1703220229.5614154
,1703220226.5694895,1703220225.6374483,,1703220229.5614393
,1703220226.5695217,1703220225.6814373,,1703220229.6223187
,1703220226.6174517,1703220225.7254398,,1703220229.6265733
,1703220226.6259372,1703220225.7694569,,1703220229.6735082
,1703220226.669458,1703220225.7694917,,1703220229.7174513
,1703220226.7174566,1703220225.8134658,,1703220229.7614217
,1703220226.761458,1703220225.825186,,1703220229.8054192
,1703220226.761474,1703220225.8654456,,1703220229.8551826
,1703220226.8054721,1703220225.913442,,1703220229.8974595
,1703220226.82781,1703220225.957445,,1703220229.8974771
,1703220226.8694804,1703220226.005452,,1703220229.945424
,1703220226.9174566,1703220226.0054622,,1703220229.988857
,1703220226.9614885,1703220226.0494413,,1703220230.0294235
,1703220226.9615016,1703220226.0613763,,1703220230.077437
,1703220227.0054276,1703220226.105489,,1703220230.0774481
,1703220227.0269701,1703220226.149439,,1703220230.1214397
,1703220227.0694907,1703220226.1934402,,1703220230.1240685
,1703220227.1174533,1703220226.2374666,,1703220230.165441
,1703220227.1614687,1703220226.2374716,,1703220230.2559748
,1703220227.2054167,1703220226.2814522,,1703220230.301463
,1703220227.2054367,1703220226.2929072,,1703220230.3454392
,1703220227.2534533,1703220226.333434,,1703220230.345447
,1703220227.2555132,1703220226.3774424,,1703220230.3894668
,1703220227.2974255,1703220226.4254315,,1703220230.3926563
,1703220227.3414552,1703220226.4694657,,1703220230.437431
,1703220227.3854606,1703220226.4695148,,1703220230.481412
,1703220227.4334335,1703220226.513426,,1703220230.5875328
,1703220227.4334404,1703220226.5267274,,1703220230.629432
,1703220227.4814868,1703220226.5694897,,1703220230.6734624
,1703220227.494651,1703220226.6174417,,1703220230.7174406
,1703220227.5374541,1703220226.661473,,1703220230.7174528
,1703220227.5854537,1703220226.6614864,,1703220230.765423
,1703220227.6334457,1703220226.7054634,,1703220230.7654345
,1703220227.633458,1703220226.7241144,,1703220230.80943
,1703220227.677419,1703220226.765451,,1703220230.8565917
,1703220227.6946306,1703220226.8134248,,1703220230.8974314
,1703220227.737441,1703220226.8574135,,1703220230.9556036
,1703220227.7814631,1703220226.9014494,,1703220231.0014553
,1703220227.8294501,1703220226.9014578,,1703220231.0014668
,1703220227.8294942,1703220226.945417,,1703220231.045442
,1703220227.8774164,1703220226.9593775,,1703220231.1237602
,1703220227.8932235,1703220227.001459,,1703220231.1694431
,1703220227.9334512,1703220227.049455,,1703220231.2221625
,1703220227.977446,1703220227.0934446,,1703220231.2694254
,1703220228.0214577,1703220227.1374674,,1703220231.3253994
,1703220228.0655007,1703220227.1374826,,1703220231.369436
,1703220228.0655448,1703220227.1814837,,1703220231.3694541
,1703220228.1094496,1703220227.187304,,1703220231.4134228
,1703220228.1267555,1703220227.2334368,,1703220231.4568362
,1703220228.169445,1703220227.2774248,,1703220231.4974172
,1703220228.217453,1703220227.325446,,1703220231.5454524
,1703220228.2614422,1703220227.369446,,1703220231.5454655
,1703220228.3094416,1703220227.3694546,,1703220231.5934143
,1703220228.3094583,1703220227.417467,,1703220231.595231
,1703220228.3534622,1703220227.421443,,1703220231.6414845
,1703220228.362495,1703220227.4654357,,1703220231.685445
,1703220228.405467,1703220227.509406,,1703220231.7294223
,1703220228.4494662,1703220227.557415,,1703220231.729434
,1703220228.4974597,1703220227.601445,,1703220231.7774684
,1703220228.4974904,1703220227.601455,,1703220231.8234756
,1703220228.541559,1703220227.6454275,,1703220231.8898754
,1703220228.5624623,1703220227.6617043,,1703220231.9334643
,1703220228.6054611,1703220227.705448,,1703220231.9774938
,1703220228.6494348,1703220227.7534404,,1703220231.977517
,1703220228.6934192,1703220227.7974412,,1703220232.0239756
,1703220228.7374701,1703220227.797452,,1703220232.058833
,1703220228.7374907,1703220227.841437,,1703220232.101482
,1703220228.781481,1703220227.8610814,,1703220232.1014938
,1703220228.7922993,1703220227.90142,,1703220232.1580675
,1703220228.833456,1703220227.9454193,,1703220232.1900723
,1703220228.8774118,1703220227.989429,,1703220232.2334795
,1703220228.9236867,1703220228.0334427,,1703220232.2774475
,1703220228.9655044,1703220228.0334542,,1703220232.2774615
,1703220228.96556,1703220228.081451,,1703220232.3254724
,1703220229.0094638,1703220228.095242,,1703220232.3262231
,1703220229.0290225,1703220228.137516,,1703220232.369431
,1703220229.0734982,1703220228.1814456,,1703220232.4134135
,1703220229.1174324,1703220228.2254193,,1703220232.4574606
,1703220229.161428,1703220228.2694602,,1703220232.5015132
,1703220229.2054152,1703220228.2694776,,1703220232.5015354
,1703220229.2054431,1703220228.3134289,,1703220232.5569403
,1703220229.2494817,1703220228.3286295,,1703220232.5917277
,1703220229.2621055,1703220228.3694587,,1703220232.6334503
,1703220229.3054793,1703220228.4174366,,1703220232.6814485
,1703220229.349482,1703220228.4614363,,1703220232.7294428
,1703220229.3934216,1703220228.5054598,,1703220232.729452
,1703220229.4374506,1703220228.5054755,,1703220232.7734363
,1703220229.4374871,1703220228.5534804,,1703220232.7734516
,1703220229.4814312,1703220228.5625834,,1703220232.821432
,1703220229.4958868,1703220228.605477,,1703220232.8910472
,1703220229.5414326,1703220228.6494417,,1703220232.9334455
,1703220229.585451,1703220228.6934245,,1703220232.9334614
,1703220229.6294665,1703220228.737475,,1703220232.9910553
,1703220229.673472,1703220228.7374957,,1703220233.023159
,1703220229.6734903,1703220228.7814913,,1703220233.0654147
,1703220229.7174408,1703220228.793986,,1703220233.0654223
,1703220229.7293832,1703220228.837437,,1703220233.1262517
,1703220229.7694833,1703220228.8814385,,1703220233.1575682
,1703220229.8134332,1703220228.9254189,,1703220233.2014873
,1703220229.8574307,1703220228.9734468,,1703220233.2454598
,1703220229.9014285,1703220228.973461,,1703220233.2454772
,1703220229.9014547,1703220229.017451,,1703220233.2922487
,1703220229.945415,1703220229.0290112,,1703220233.2977276
,1703220229.9621587,1703220229.0694504,,1703220233.3580186
,1703220230.0054798,1703220229.113412,,1703220233.4014816
,1703220230.0494633,1703220229.157416,,1703220233.4454772
,1703220230.0934205,1703220229.201451,,1703220233.4894376
,1703220230.1374524,1703220229.201492,,1703220233.5334592
,1703220230.181432,1703220229.2454321,,1703220233.5334706
,1703220230.225415,1703220229.2633936,,1703220233.5814114
,1703220230.2694795,1703220229.3054667,,1703220233.58142
,1703220230.269495,1703220229.3494797,,1703220233.6269572
,1703220230.3134146,1703220229.3934617,,1703220233.6580954
,1703220230.33047,1703220229.437492,,1703220233.7014408
,1703220230.3774476,1703220229.4374948,,1703220233.701454
,1703220230.4214473,1703220229.481422,,1703220233.7601159
,1703220230.4654117,1703220229.4958797,,1703220233.7641485
,1703220230.4654183,1703220229.537467,,1703220233.8094087
,1703220230.513421,1703220229.5814266,,1703220233.8604763
,1703220230.532455,1703220229.6254196,,1703220233.9018073
,1703220230.5734553,1703220229.6734722,,1703220233.9018202
,1703220230.6174977,1703220229.6735039,,1703220233.9454992
,1703220230.661439,1703220229.7174487,,1703220233.9644804
,1703220230.705447,1703220229.7293646,,1703220234.024374
,1703220230.7054539,1703220229.7694514,,1703220234.0654588
,1703220230.7494237,1703220229.8134432,,1703220234.0654697
,1703220230.764093,1703220229.8574238,,1703220234.1259608
,1703220230.8054438,1703220229.901459,,1703220234.1609862
,1703220230.8534486,1703220229.9014733,,1703220234.2014186
,1703220230.9014518,1703220229.945422,,1703220234.2014241
,1703220230.9014678,1703220229.9621494,,1703220234.2589989
,1703220230.9494255,1703220230.0054862,,1703220234.2950597
,1703220230.9636357,1703220230.0494657,,1703220234.3374605
,1703220231.0054626,1703220230.0934114,,1703220234.3944016
,1703220231.0494175,1703220230.1374524,,1703220234.43749
,1703220231.0934825,1703220230.181418,,1703220234.4921002
,1703220231.1374443,1703220230.2299442,,1703220234.5339096
,1703220231.1374567,1703220230.2299716,,1703220234.5339196
,1703220231.18144,1703220230.2734334,,1703220234.581419
,1703220231.1968865,1703220230.297276,,1703220234.6245596
,1703220231.237468,1703220230.3374515,,1703220234.6694598
,1703220231.2814233,1703220230.3814275,,1703220234.7134218
,1703220231.3254428,1703220230.4254303,,1703220234.757444
,1703220231.3694584,1703220230.4694347,,1703220234.805468
,1703220231.3694623,1703220230.4694474,,1703220234.8054764
,1703220231.413435,1703220230.5134146,,1703220234.859048
,1703220231.425282,1703220230.5326083,,1703220234.893585
,1703220231.465536,1703220230.57345,,1703220234.9374511
,1703220231.5094593,1703220230.6174984,,1703220234.981423
,1703220231.553446,1703220230.6614769,,1703220234.9814389
,1703220231.5974247,1703220230.7054515,,1703220235.0276356
,1703220231.5974371,1703220230.7054553,,1703220235.0479863
,1703220231.6414897,1703220230.7494335,,1703220235.0894237
,1703220231.6656525,1703220230.7658107,,1703220235.13342
,1703220231.7094288,1703220230.8094208,,1703220235.1334257
,1703220231.753429,1703220230.8534536,,1703220235.1774352
,1703220231.801516,1703220230.8974295,,1703220235.2284262
,1703220231.801528,1703220230.897444,,1703220235.2694223
,1703220231.8454125,1703220230.9414706,,1703220235.2694283
,1703220231.865053,1703220230.9635234,,1703220235.3269548
,1703220231.9054425,1703220231.0055058,,1703220235.331129
,1703220231.9494312,1703220231.04942,,1703220235.373437
,1703220231.9934146,1703220231.093474,,1703220235.4287274
,1703220232.0374238,1703220231.137445,,1703220235.492644
,1703220232.0854237,1703220231.1374626,,1703220235.5334404
,1703220232.1294248,1703220231.1814291,,1703220235.5774963
,1703220232.129436,1703220231.1968944,,1703220235.621434
,1703220232.1734588,1703220231.23746,,1703220235.621448
,1703220232.1999035,1703220231.2814355,,1703220235.669452
,1703220232.241435,1703220231.325438,,1703220235.6948547
,1703220232.289438,1703220231.3694746,,1703220235.741452
,1703220232.3334327,1703220231.3695104,,1703220235.741469
,1703220232.3334434,1703220231.4134333,,1703220235.7940478
,1703220232.3774421,1703220231.4252949,,1703220235.7977831
,1703220232.3971894,1703220231.4655395,,1703220235.8626792
,1703220232.4414573,1703220231.5134368,,1703220235.9055834
,1703220232.4894555,1703220231.561427,,1703220235.9494345
,1703220232.537438,1703220231.6054397,,1703220235.9494464
,1703220232.537458,1703220231.6054497,,1703220235.997429
,1703220232.5854237,1703220231.6494188,,1703220236.0276952
,1703220232.6001625,1703220231.6655192,,1703220236.0694647
,1703220232.6414359,1703220231.7054665,,1703220236.069475
,1703220232.6854122,1703220231.749417,,1703220236.1282425
,1703220232.7294304,1703220231.7934506,,1703220236.1627731
,1703220232.7734385,1703220231.83745,,1703220236.206074
,1703220232.773465,1703220231.8374665,,1703220236.2494438
,1703220232.817465,1703220231.8814168,,1703220236.2494545
,1703220232.8394628,1703220231.899356,,1703220236.2974367
,1703220232.881483,1703220231.9414656,,1703220236.32859
,1703220232.9294403,1703220231.9894586,,1703220236.3694973
,1703220232.9734511,1703220232.0334182,,1703220236.3695114
,1703220232.9734633,1703220232.0774627,,1703220236.4134443
,1703220233.0174303,1703220232.1214461,,1703220236.4618366
,1703220233.0328295,1703220232.1659055,,1703220236.505526
,1703220233.0735471,1703220232.1659153,,1703220236.5494573
,1703220233.1174207,1703220232.2094476,,1703220236.59346
,1703220233.1614175,1703220232.2320235,,1703220236.5934784
,1703220233.2054708,1703220232.2774477,,1703220236.6374524
,1703220233.2054806,1703220232.321452,,1703220236.6602182
,1703220233.2494113,1703220232.3694425,,1703220236.7054434
,1703220233.265578,1703220232.3694594,,1703220236.7054503
,1703220233.3094733,1703220232.4134192,,1703220236.7604532
,1703220233.357434,1703220232.430348,,1703220236.7640626
,1703220233.401487,1703220232.4734771,,1703220236.8290498
,1703220233.4014902,1703220232.517436,,1703220236.8734212
,1703220233.4455035,1703220232.561441,,1703220236.8734324
,1703220233.466553,1703220232.6054535,,1703220236.930614
,1703220233.5134122,1703220232.605465,,1703220236.9355445
,1703220233.5574257,1703220232.6494143,,1703220236.996527
,1703220233.601477,1703220232.6685581,,1703220237.04144
,1703220233.6014934,1703220232.7134717,,1703220237.0414505
,1703220233.6454973,1703220232.7574532,,1703220237.094587
,1703220233.6636438,1703220232.805484,,1703220237.0985923
,1703220233.7054288,1703220232.8054965,,1703220237.141457
,1703220233.7494166,1703220232.8534567,,1703220237.1964319
,1703220233.7934499,1703220232.872131,,1703220237.2374585
,1703220233.7934654,1703220232.9134772,,1703220237.2814198
,1703220233.8374686,1703220232.957441,,1703220237.3254366
,1703220233.8655102,1703220233.0015268,,1703220237.3694596
,1703220233.90947,1703220233.0015466,,1703220237.3694785
,1703220233.9534228,1703220233.0454712,,1703220237.4134367
,1703220234.0014646,1703220233.06988,,1703220237.4630764
,1703220234.045483,1703220233.1174295,,1703220237.509435
,1703220234.0934339,1703220233.1614218,,1703220237.509447
,1703220234.1375513,1703220233.2054653,,1703220237.553413
,1703220234.1375675,1703220233.205479,,1703220237.5685687
,1703220234.1814373,1703220233.2494247,,1703220237.6098955
,1703220234.2013872,1703220233.2655783,,1703220237.653419
,1703220234.2414658,1703220233.3094635,,1703220237.6975067
,1703220234.2854247,1703220233.3534484,,1703220237.7414386
,1703220234.3294482,1703220233.4014645,,1703220237.7414486
,1703220234.3734412,1703220233.4014757,,1703220237.7854264
,1703220234.3734558,1703220233.4454863,,1703220237.8009965
,1703220234.4214163,1703220233.4665406,,1703220237.8414447
,1703220234.4353614,1703220233.5094614,,1703220237.8894553
,1703220234.4814136,1703220233.5534155,,1703220237.9334602
,1703220234.5294137,1703220233.6014774,,1703220237.9334726
,1703220234.5774522,1703220233.6015053,,1703220237.977446
,1703220234.5774648,1703220233.6454751,,1703220238.0021868
,1703220234.6214943,1703220233.6636517,,1703220238.045472
,1703220234.631968,1703220233.705441,,1703220238.089411
,1703220234.673448,1703220233.7494078,,1703220238.1374252
,1703220234.7174077,1703220233.7934647,,1703220238.1374319
,1703220234.7654498,1703220233.7934718,,1703220238.1814353
,1703220234.765464,1703220233.8374758,,1703220238.2017937
,1703220234.8094518,1703220233.8654985,,1703220238.245473
,1703220234.8337502,1703220233.9094577,,1703220238.289423
,1703220234.8774526,1703220233.953435,,1703220238.3374646
,1703220234.9254577,1703220234.0014699,,1703220238.3374755
,1703220234.9695187,1703220234.045492,,1703220238.381442
,1703220234.969534,1703220234.0894585,,1703220238.402674
,1703220235.0134172,1703220234.1334631,,1703220238.445486
,1703220235.0334582,1703220234.1774654,,1703220238.4894183
,1703220235.0774245,1703220234.1774778,,1703220238.5334923
,1703220235.121416,1703220234.221426,,1703220238.5814612
,1703220235.1695817,1703220234.2332711,,1703220238.5814667
,1703220235.169605,1703220234.277467,,1703220238.6255283
,1703220235.217425,1703220234.3214386,,1703220238.636772
,1703220235.2279706,1703220234.3654182,,1703220238.6795034
,1703220235.2694337,1703220234.409467,,1703220238.7254412
,1703220235.313415,1703220234.4094832,,1703220238.7694292
,1703220235.3574479,1703220234.4534178,,1703220238.7694402
,1703220235.4014473,1703220234.465861,,1703220238.813467
,1703220235.445452,1703220234.5094578,,1703220238.8349562
,1703220235.4454591,1703220234.5574446,,1703220238.8814442
,1703220235.489503,1703220234.6014452,,1703220238.9294505
,1703220235.4985628,1703220234.6014585,,1703220238.973427
,1703220235.5414448,1703220234.6454663,,1703220238.973439
,1703220235.585415,1703220234.6652794,,1703220239.0174172
,1703220235.629525,1703220234.7094607,,1703220239.036988
,1703220235.6734433,1703220234.7534175,,1703220239.077434
,1703220235.673458,1703220234.7974527,,1703220239.1214063
,1703220235.717436,1703220234.8414516,,1703220239.1654508
,1703220235.7354789,1703220234.8414671,,1703220239.2096455
,1703220235.7774444,1703220234.8894393,,1703220239.209657
,1703220235.827702,1703220234.8997095,,1703220239.253453
,1703220235.873449,1703220234.9414332,,1703220239.2696042
,1703220235.9174228,1703220234.985411,,1703220239.3174293
,1703220235.965435,1703220235.0294335,,1703220239.3614686
,1703220235.9654438,1703220235.0734553,,1703220239.405438
,1703220236.0134835,1703220235.0734706,,1703220239.4054499
,1703220236.0336492,1703220235.1174319,,1703220239.4672985
,1703220236.0774436,1703220235.1331046,,1703220239.4980426
,1703220236.1254733,1703220235.1734266,,1703220239.5414653
,1703220236.169452,1703220235.217416,,1703220239.5414774
,1703220236.1694655,1703220235.261429,,1703220239.5894148
,1703220236.2134435,1703220235.3054492,,1703220239.6044054
,1703220236.235048,1703220235.3054607,,1703220239.645433
,1703220236.2774458,1703220235.3494148,,1703220239.6894062
,1703220236.3214285,1703220235.3678546,,1703220239.7334733
,1703220236.3654342,1703220235.4095137,,1703220239.7774568
,1703220236.4094574,1703220235.4534318,,1703220239.7774694
