mp_rgb_img,left_hand_skel_data,right_hand_skel_data,nuitrack_rgb_image,nuitrack_skel_data
,1703220167.9974613,1703220168.2654164,,1703220168.9285412
,1703220168.0172765,1703220168.3094141,,1703220168.9694104
,1703220168.0574195,1703220168.353451,,1703220169.0134346
,1703220168.1014242,1703220168.3534646,,1703220169.0574508
,1703220168.1454535,1703220168.3974144,,1703220169.1054144
,1703220168.189454,1703220168.4167733,,1703220169.1054218
,1703220168.1894653,1703220168.461409,,1703220169.153445
,1703220168.2334292,1703220168.5094228,,1703220169.2231865
,1703220168.2517614,1703220168.5535161,,1703220169.2654557
,1703220168.2934794,1703220168.5535352,,1703220169.2654688
,1703220168.3414257,1703220168.5974312,,1703220169.324572
,1703220168.385489,1703220168.6179602,,1703220169.361254
,1703220168.3855078,1703220168.6654294,,1703220169.4054317
,1703220168.4294221,1703220168.709425,,1703220169.4494476
,1703220168.4524133,1703220168.7575064,,1703220169.4934442
,1703220168.4934437,1703220168.7575223,,1703220169.493456
,1703220168.5374136,1703220168.801425,,1703220169.5374546
,1703220168.581443,1703220168.801434,,1703220169.5570138
,1703220168.6254504,1703220168.8494713,,1703220169.5974424
,1703220168.625459,1703220168.8494856,,1703220169.5974555
,1703220168.6694136,1703220168.8974154,,1703220169.6580172
,1703220168.683969,1703220168.897424,,1703220169.6615193
,1703220168.7254505,1703220168.897429,,1703220169.705431
,1703220168.7694268,1703220168.8974373,,1703220169.7592618
,1703220169.2848198,1703220168.9414334,,1703220169.8014302
,1703220169.3544643,1703220168.9414494,,1703220169.8454297
,1703220169.3807507,1703220168.9505079,,1703220169.8894432
,1703220169.4175198,1703220168.950738,,1703220169.889461
,1703220169.445936,1703220168.9934487,,1703220169.9334414
,1703220169.4818423,1703220168.9934611,,1703220169.9591115
,1703220169.5251358,1703220169.041446,,1703220170.0014732
,1703220169.5575895,1703220169.0414593,,1703220170.0576646
,1703220169.5902364,1703220169.0854688,,1703220170.1054142
,1703220169.687477,1703220169.0854888,,1703220170.149438
,1703220169.887847,1703220169.0854955,,1703220170.149448
,1703220169.9507544,1703220169.0854995,,1703220170.1974576
,1703220169.98422,1703220169.1294317,,1703220170.1974695
,1703220170.0185914,1703220169.1294403,,1703220170.2454605
,1703220170.0526443,1703220169.1520762,,1703220170.261714
,1703220170.086988,1703220169.1520913,,1703220170.3094099
,1703220170.118869,1703220169.1934617,,1703220170.3534737
,1703220170.1654396,1703220169.1934762,,1703220170.3974433
,1703220170.20941,1703220169.2374284,,1703220170.3974588
,1703220170.2534883,1703220169.2374408,,1703220170.441444
,1703220170.2535074,1703220169.285428,,1703220170.4635413
,1703220170.2974453,1703220169.2854378,,1703220170.509443
,1703220170.3184173,1703220169.2854676,,1703220170.5574596
,1703220170.3654141,1703220169.3294423,,1703220170.6014159
,1703220170.409423,1703220169.3294535,,1703220170.6014245
,1703220170.4534569,1703220169.3542886,,1703220170.6454456
,1703220170.4534678,1703220169.380747,,1703220170.6609836
,1703220170.4974475,1703220169.4216344,,1703220170.7054207
,1703220170.5106876,1703220169.4654148,,1703220170.7535248
,1703220170.5574648,1703220169.5094233,,1703220170.8014176
,1703220170.6054068,1703220169.553501,,1703220170.8014262
,1703220170.6494064,1703220169.5974605,,1703220170.849445
,1703220170.6934452,1703220169.5974755,,1703220170.8644986
,1703220170.69346,1703220169.6414106,,1703220170.905438
,1703220170.7374203,1703220169.6414187,,1703220170.9494278
,1703220170.7520661,1703220169.6877997,,1703220171.0247896
,1703220170.793472,1703220169.717365,,1703220171.06544
,1703220170.8374147,1703220169.757935,,1703220171.1094377
,1703220170.8854258,1703220169.7579503,,1703220171.1534333
,1703220170.8854384,1703220169.7579544,,1703220171.1534438
,1703220170.9334424,1703220169.8014383,,1703220171.1974247
,1703220170.9520319,1703220169.8014486,,1703220171.225482
,1703220170.9934535,1703220169.822048,,1703220171.2694478
,1703220171.041416,1703220169.8220725,,1703220171.26946
,1703220171.089442,1703220169.8654377,,1703220171.324803
,1703220171.0894532,1703220169.8654525,,1703220171.329148
,1703220171.1334348,1703220169.9094245,,1703220171.3932087
,1703220171.151881,1703220169.91796,,1703220171.4374204
,1703220171.1934552,1703220169.9614248,,1703220171.4374368
,1703220171.2374258,1703220169.9614284,,1703220171.4854586
,1703220171.2854178,1703220170.005448,,1703220171.5615878
,1703220171.289428,1703220170.0185828,,1703220171.6054184
,1703220171.329431,1703220170.0654578,,1703220171.6054273
,1703220171.3517625,1703220170.1094081,,1703220171.6494932
,1703220171.393428,1703220170.1534922,,1703220171.6633964
,1703220171.4374325,1703220170.1535106,,1703220171.705455
,1703220171.4854462,1703220170.1974487,,1703220171.7494445
,1703220171.5294127,1703220170.2181349,,1703220171.7934628
,1703220171.5294194,1703220170.2615218,,1703220171.8374224
,1703220171.5734174,1703220170.305414,,1703220171.8374305
,1703220171.5866394,1703220170.3494554,,1703220171.881466
,1703220171.629448,1703220170.393441,,1703220171.8970408
,1703220171.6734095,1703220170.393454,,1703220171.93743
,1703220171.7174308,1703220170.4414637,,1703220171.9854336
,1703220171.7614517,1703220170.4507341,,1703220172.0294576
,1703220171.76146,1703220170.4974651,,1703220172.0734246
,1703220171.8054216,1703220170.541436,,1703220172.0734339
,1703220171.8178878,1703220170.5854306,,1703220172.1282353
,1703220171.8614738,1703220170.585442,,1703220172.1928809
,1703220171.90542,1703220170.6294343,,1703220172.2334335
,1703220171.9494348,1703220170.6502788,,1703220172.2774389
,1703220171.993632,1703220170.6974254,,1703220172.2774537
,1703220171.9936416,1703220170.7414086,,1703220172.321457
,1703220172.0374382,1703220170.7855136,,1703220172.332679
,1703220172.0530586,1703220170.829468,,1703220172.3944283
,1703220172.0934834,1703220170.8294814,,1703220172.4374611
,1703220172.137439,1703220170.8734226,,1703220172.481503
,1703220172.1814387,1703220170.8845563,,1703220172.5296001
,1703220172.2294617,1703220170.9254994,,1703220172.5296173
,1703220172.229472,1703220170.973418,,1703220172.57744
,1703220172.2734246,1703220171.021449,,1703220172.629345
,1703220172.2863982,1703220171.0214596,,1703220172.6694207
,1703220172.3294644,1703220171.0654278,,1703220172.669429
,1703220172.3864076,1703220171.084661,,1703220172.7596962
,1703220172.4294927,1703220171.129499,,1703220172.7915945
,1703220172.4734256,1703220171.1734116,,1703220172.8374138
,1703220172.5174325,1703220171.22147,,1703220172.8374214
,1703220172.561461,1703220171.221486,,1703220172.8854458
,1703220172.5614762,1703220171.2654777,,1703220172.9291046
,1703220172.605421,1703220171.285377,,1703220172.9734116
,1703220172.621098,1703220171.3294432,,1703220173.0214357
,1703220172.661464,1703220171.3734145,,1703220173.0214477
,1703220172.7094393,1703220171.4215512,,1703220173.06547
,1703220172.7534294,1703220171.4215858,,1703220173.1279802
,1703220172.7534537,1703220171.469415,,1703220173.1734228
,1703220172.7974403,1703220171.4871676,,1703220173.2214408
,1703220172.8206782,1703220171.529423,,1703220173.2214522
,1703220172.8614573,1703220171.5734231,,1703220173.26548
,1703220172.909436,1703220171.617447,,1703220173.296228
,1703220172.9534504,1703220171.6614563,,1703220173.3599842
,1703220172.9974835,1703220171.661468,,1703220173.4014668
,1703220172.9974866,1703220171.7054439,,1703220173.4014845
,1703220173.045438,1703220171.7200131,,1703220173.4942253
,1703220173.0531292,1703220171.761463,,1703220173.4991884
,1703220173.0934668,1703220171.8054144,,1703220173.541414
,1703220173.1414258,1703220171.8536522,,1703220173.5854313
,1703220173.1854317,1703220171.853664,,1703220173.633457
,1703220173.2294452,1703220171.8974433,,1703220173.67743
,1703220173.229465,1703220171.9194186,,1703220173.7293577
,1703220173.277426,1703220171.961461,,1703220173.7694428
,1703220173.285611,1703220172.0054271,,1703220173.7694545
,1703220173.333478,1703220172.0534127,,1703220173.829315
,1703220173.3774362,1703220172.053423,,1703220173.8332047
,1703220173.4254663,1703220172.1014373,,1703220173.8774264
,1703220173.425483,1703220172.1201982,,1703220173.929253
,1703220173.4734316,1703220172.1614785,,1703220173.969433
,1703220173.4868462,1703220172.2094216,,1703220174.0134366
,1703220173.5294259,1703220172.2534492,,1703220174.0134516
,1703220173.5734372,1703220172.2974446,,1703220174.066876
,1703220173.6174614,1703220172.297459,,1703220174.1613495
,1703220173.661486,1703220172.3414207,,1703220174.201434
,1703220173.661509,1703220172.3864076,,1703220174.2454102
,1703220173.7054403,1703220172.4294817,,1703220174.2951505
,1703220173.720453,1703220172.473444,,1703220174.3374119
,1703220173.765442,1703220172.5174422,,1703220174.3374326
,1703220173.813443,1703220172.5614696,,1703220174.3814325
,1703220173.85749,1703220172.561488,,1703220174.3999639
,1703220173.8575177,1703220172.609424,,1703220174.4414124
,1703220173.901446,1703220172.6210718,,1703220174.4854593
,1703220173.9206395,1703220172.6614764,,1703220174.533478
,1703220173.961446,1703220172.7094395,,1703220174.5774417
,1703220174.0054476,1703220172.7534294,,1703220174.6283727
,1703220174.0495324,1703220172.753449,,1703220174.6694326
,1703220174.097472,1703220172.797427,,1703220174.729382
,1703220174.097486,1703220172.8206713,,1703220174.7694073
,1703220174.1414168,1703220172.8614514,,1703220174.8301024
,1703220174.1559083,1703220172.9094365,,1703220174.873423
,1703220174.1974647,1703220172.9540627,,1703220174.8734314
,1703220174.2414181,1703220172.9974709,,1703220174.9214406
,1703220174.2854285,1703220172.997482,,1703220174.9451916
,1703220174.333454,1703220173.0454497,,1703220174.9894545
,1703220174.3334644,1703220173.0531313,,1703220175.0374117
,1703220174.3774333,1703220173.0934525,,1703220175.0374207
,1703220174.3817046,1703220173.1414196,,1703220175.0814369
,1703220174.4294317,1703220173.1854403,,1703220175.0980728
,1703220174.4734128,1703220173.2294457,,1703220175.141439
,1703220174.5214372,1703220173.2294636,,1703220175.1894407
,1703220174.5214512,1703220173.2734237,,1703220175.2334483
,1703220174.5654564,1703220173.2856107,,1703220175.2774045
,1703220174.5875957,1703220173.3334842,,1703220175.3214474
,1703220174.62943,1703220173.377429,,1703220175.3655138
,1703220174.6734116,1703220173.4214597,,1703220175.4290965
,1703220174.7174418,1703220173.4214764,,1703220175.4694297
,1703220174.765472,1703220173.469473,,1703220175.4694393
,1703220174.7654827,1703220173.486861,,1703220175.5134265
,1703220174.8094277,1703220173.529418,,1703220175.5338013
,1703220174.8219843,1703220173.5734482,,1703220175.5774257
,1703220174.8655593,1703220173.6174765,,1703220175.6214185
,1703220174.9094257,1703220173.6614745,,1703220175.6654665
,1703220174.9534109,1703220173.6614845,,1703220175.7094204
,1703220174.9974551,1703220173.7054296,,1703220175.7574422
,1703220174.9974656,1703220173.7204673,,1703220175.8014185
,1703220175.045416,1703220173.7614672,,1703220175.8494306
,1703220175.0547695,1703220173.8056226,,1703220175.8494384
,1703220175.0974693,1703220173.849446,,1703220175.9009929
,1703220175.1414502,1703220173.8934681,,1703220175.9350789
,1703220175.1854494,1703220173.8934793,,1703220175.9775002
,1703220175.2294705,1703220173.9374168,,1703220176.0214562
,1703220175.2294805,1703220173.94727,,1703220176.0694435
,1703220175.2734144,1703220173.9894621,,1703220176.0694604
,1703220175.2890208,1703220174.033464,,1703220176.1134293
,1703220175.3294659,1703220174.0814543,,1703220176.1350198
,1703220175.3734179,1703220174.1254666,,1703220176.1774437
,1703220175.4174309,1703220174.1254835,,1703220176.2214248
,1703220175.4614537,1703220174.1694615,,1703220176.265466
,1703220175.461463,1703220174.188242,,1703220176.3094144
,1703220175.5054138,1703220174.2310617,,1703220176.3094227
,1703220175.521485,1703220174.2774289,,1703220176.353436
,1703220175.5706413,1703220174.321427,,1703220176.3725917
,1703220175.6134412,1703220174.321438,,1703220176.4364412
,1703220175.661457,1703220174.365481,,1703220176.4774203
,1703220175.6614687,1703220174.3817108,,1703220176.521427
,1703220175.7054195,1703220174.429437,,1703220176.5654645
,1703220175.7231922,1703220174.4734192,,1703220176.6094098
,1703220175.765459,1703220174.517437,,1703220176.6534379
,1703220175.809418,1703220174.5614746,,1703220176.653467
,1703220175.8534145,1703220174.561484,,1703220176.6987605
,1703220175.8974335,1703220174.6054282,,1703220176.7011318
,1703220175.941409,1703220174.6204271,,1703220176.7672083
,1703220175.9894753,1703220174.6614633,,1703220176.8094232
,1703220175.9894874,1703220174.7054195,,1703220176.8094304
,1703220176.0334256,1703220174.7494445,,1703220176.8577802
,1703220176.0502865,1703220174.7935185,,1703220176.9039059
,1703220176.0934608,1703220174.7935367,,1703220176.9688685
,1703220176.1374195,1703220174.8414135,,1703220177.00942
,1703220176.1814208,1703220174.854661,,1703220177.0534406
,1703220176.22543,1703220174.8974743,,1703220177.1014478
,1703220176.225444,1703220174.9454153,,1703220177.1454208
,1703220176.2694361,1703220174.9894528,,1703220177.1454463
,1703220176.2900379,1703220174.989463,,1703220177.1894207
,1703220176.333479,1703220175.0334468,,1703220177.2310457
,1703220176.3814263,1703220175.0547814,,1703220177.2774131
,1703220176.4260373,1703220175.0974638,,1703220177.3254383
,1703220176.4260468,1703220175.1414273,,1703220177.3254516
,1703220176.473425,1703220175.1894438,,1703220177.3694766
,1703220176.4894025,1703220175.1894515,,1703220177.43301
,1703220176.5334852,1703220175.2334569,,1703220177.4734237
,1703220176.5774188,1703220175.2539742,,1703220177.5311847
,1703220176.621423,1703220175.29747,,1703220177.5774114
,1703220176.665463,1703220175.341419,,1703220177.5774198
,1703220176.7094343,1703220175.3854356,,1703220177.6321075
,1703220176.753443,1703220175.4294274,,1703220177.6366253
,1703220176.7974668,1703220175.4294333,,1703220177.6989486
,1703220176.7974825,1703220175.4734197,,1703220177.7414505
,1703220176.8414204,1703220175.4884465,,1703220177.7894335
,1703220176.8541574,1703220175.5334945,,1703220177.78946
,1703220176.8974593,1703220175.5774322,,1703220177.834688
,1703220176.941428,1703220175.6254668,,1703220177.8394592
,1703220176.9854448,1703220175.6254768,,1703220177.9030175
,1703220177.0334744,1703220175.6734257,,1703220177.9661136
,1703220177.0334911,1703220175.6899068,,1703220178.0094252
,1703220177.0774384,1703220175.7334452,,1703220178.0094388
,1703220177.0912468,1703220175.7774403,,1703220178.0708535
,1703220177.137448,1703220175.8214295,,1703220178.1029654
,1703220177.1814241,1703220175.8654587,,1703220178.1679006
,1703220177.2254877,1703220175.8654711,,1703220178.209425
,1703220177.2255197,1703220175.9224205,,1703220178.2094502
,1703220177.269428,1703220175.9562416,,1703220178.2681847
,1703220177.2892048,1703220175.9974563,,1703220178.2723036
,1703220177.329455,1703220176.0414178,,1703220178.334782
,1703220177.3734198,1703220176.0854366,,1703220178.3774095
,1703220177.4174385,1703220176.1334708,,1703220178.4214509
,1703220177.4614694,1703220176.1334844,,1703220178.4694798
,1703220177.4614956,1703220176.1774335,,1703220178.513412
,1703220177.5054133,1703220176.189805,,1703220178.5574427
,1703220177.523278,1703220176.2334354,,1703220178.60546
,1703220177.569495,1703220176.2774165,,1703220178.6494308
,1703220177.6134243,1703220176.3214333,,1703220178.6494455
,1703220177.6614778,1703220176.365474,,1703220178.6934533
,1703220177.661526,1703220176.3655174,,1703220178.7665758
,1703220177.7094152,1703220176.4134412,,1703220178.8094282
,1703220177.7188683,1703220176.4228334,,1703220178.80944
,1703220177.7615075,1703220176.4654467,,1703220178.8712244
,1703220177.8054638,1703220176.5094144,,1703220178.9671779
,1703220177.853439,1703220176.5574586,,1703220179.0094166
,1703220177.8974676,1703220176.557467,,1703220179.0094254
,1703220177.8974783,1703220176.6054187,,1703220179.0534477
,1703220177.9414492,1703220176.6564822,,1703220179.1346502
,1703220177.9579318,1703220176.697432,,1703220179.1814306
,1703220178.005473,1703220176.7414274,,1703220179.1814375
,1703220178.0534515,1703220176.7854536,,1703220179.2254763
,1703220178.101435,1703220176.833468,,1703220179.238551
,1703220178.1014688,1703220176.8335114,,1703220179.2854674
,1703220178.1494386,1703220176.87742,,1703220179.3294804
,1703220178.1568716,1703220176.8915386,,1703220179.3734229
,1703220178.1974647,1703220176.9335186,,1703220179.3734305
,1703220178.2414181,1703220176.9774241,,1703220179.4174335
,1703220178.2854366,1703220177.021434,,1703220179.4649155
,1703220178.3295147,1703220177.0654614,,1703220179.5094175
,1703220178.3295312,1703220177.0654976,,1703220179.5094259
,1703220178.3734572,1703220177.1094286,,1703220179.5534408
,1703220178.3891027,1703220177.124361,,1703220179.5706995
,1703220178.4335535,1703220177.1694286,,1703220179.6134212
,1703220178.4774117,1703220177.2134283,,1703220179.6574388
,1703220178.5214114,1703220177.257436,,1703220179.7343936
,1703220178.5694714,1703220177.3054216,,1703220179.777435
,1703220178.5694888,1703220177.3054302,,1703220179.7774403
,1703220178.6134224,1703220177.349438,,1703220179.8254313
,1703220178.6258326,1703220177.3572822,,1703220179.8394148
,1703220178.6694932,1703220177.397445,,1703220179.8854275
,1703220178.7174256,1703220177.441418,,1703220179.967735
,1703220178.7614625,1703220177.485435,,1703220180.0094242
,1703220178.7614799,1703220177.5294814,,1703220180.053418
,1703220178.8054736,1703220177.5294979,,1703220180.0534282
,1703220178.8255312,1703220177.577431,,1703220180.10422
,1703220178.869438,1703220177.5911176,,1703220180.135192
,1703220178.9134154,1703220177.6334326,,1703220180.1774359
,1703220178.957438,1703220177.677428,,1703220180.2214367
,1703220178.957449,1703220177.7214391,,1703220180.2214458
,1703220179.0054288,1703220177.7214718,,1703220180.269457
,1703220179.0238845,1703220177.7654457,,1703220180.3027935
,1703220179.0654716,1703220177.7904387,,1703220180.349446
,1703220179.109414,1703220177.8374202,,1703220180.397482
,1703220179.1534388,1703220177.8814442,,1703220180.441437
,1703220179.2014904,1703220177.9254467,,1703220180.4414492
,1703220179.2015085,1703220177.925459,,1703220180.4414532
,1703220179.2454255,1703220177.969437,,1703220180.4854176
,1703220179.2567806,1703220177.990679,,1703220180.5085423
,1703220179.2974875,1703220178.0334854,,1703220180.5494235
,1703220179.3414133,1703220178.0774143,,1703220180.5934143
,1703220179.3894148,1703220178.1214526,,1703220180.66849
,1703220179.4334807,1703220178.1654663,,1703220180.7094173
,1703220179.433499,1703220178.1654925,,1703220180.7094278
,1703220179.4774148,1703220178.2094166,,1703220180.7534463
,1703220179.491482,1703220178.224261,,1703220180.774513
,1703220179.5334663,1703220178.265503,,1703220180.817432
,1703220179.5814424,1703220178.3094144,,1703220180.8614767
,1703220179.6254318,1703220178.3534305,,1703220180.9054646
,1703220179.6254387,1703220178.3974464,,1703220180.9494157
,1703220179.669504,1703220178.3974597,,1703220180.9494243
,1703220179.6923707,1703220178.4414165,,1703220181.0067635
,1703220179.7334306,1703220178.4562442,,1703220181.0404541
,1703220179.7774248,1703220178.4975085,,1703220181.0814328
,1703220179.821437,1703220178.5414164,,1703220181.1380548
,1703220179.8654575,1703220178.585438,,1703220181.1814246
,1703220179.8654687,1703220178.6294718,,1703220181.1814356
,1703220179.9094675,1703220178.6294856,,1703220181.2254298
,1703220179.9273398,1703220178.6734228,,1703220181.2407281
,1703220179.969443,1703220178.6957753,,1703220181.3352168
,1703220180.0134223,1703220178.7374487,,1703220181.3774095
,1703220180.057418,1703220178.7854302,,1703220181.3774188
,1703220180.1014667,1703220178.833471,,1703220181.4214652
,1703220180.1014817,1703220178.8334875,,1703220181.4410725
,1703220180.1454155,1703220178.877429,,1703220181.4814467
,1703220180.1580317,1703220178.8911083,,1703220181.525475
,1703220180.201481,1703220178.9374824,,1703220181.5694547
,1703220180.2454321,1703220178.9814687,,1703220181.6134148
,1703220180.2894125,1703220179.0254393,,1703220181.6134229
,1703220180.3334708,1703220179.0254493,,1703220181.6574464
,1703220180.3334823,1703220179.0694542,,1703220181.6724842
,1703220180.3774526,1703220179.0927033,,1703220181.7134354
,1703220180.403617,1703220179.1334217,,1703220181.7574368
,1703220180.4494407,1703220179.1814337,,1703220181.801453
,1703220180.493445,1703220179.2254863,,1703220181.8494108
,1703220180.5374227,1703220179.2255056,,1703220181.8494198
,1703220180.5374315,1703220179.269464,,1703220181.8934367
,1703220180.5854187,1703220179.2917607,,1703220181.9076357
,1703220180.5946121,1703220179.3374631,,1703220181.9534328
,1703220180.6374655,1703220179.381414,,1703220181.9974556
,1703220180.6814363,1703220179.4255896,,1703220182.0414515
,1703220180.7254364,1703220179.4256008,,1703220182.041461
,1703220180.7254484,1703220179.46943,,1703220182.0854416
,1703220180.7695029,1703220179.4914725,,1703220182.1083333
,1703220180.7930992,1703220179.5374243,,1703220182.14941
,1703220180.8334599,1703220179.5814312,,1703220182.193431
,1703220180.8774195,1703220179.6254418,,1703220182.2702796
,1703220180.9214559,1703220179.669526,,1703220182.3134358
,1703220180.9654496,1703220179.6695554,,1703220182.3694308
,1703220180.9654624,1703220179.7134314,,1703220182.4094274
,1703220181.0094244,1703220179.719443,,1703220182.409431
,1703220181.0200353,1703220179.7614844,,1703220182.453451
,1703220181.0614574,1703220179.8054543,,1703220182.4744139
,1703220181.105451,1703220179.8494334,,1703220182.5174072
,1703220181.1494217,1703220179.8934374,,1703220182.5614192
,1703220181.197453,1703220179.8934476,,1703220182.605491
,1703220181.197474,1703220179.9415295,,1703220182.6494231
,1703220181.2454257,1703220179.9593527,,1703220182.6934462
,1703220181.2598839,1703220180.0054252,,1703220182.741468
,1703220181.3014557,1703220180.04942,,1703220182.785457
,1703220181.3494425,1703220180.0934496,,1703220182.7854712
,1703220181.3934357,1703220180.1374624,,1703220182.8294358
,1703220181.4375005,1703220180.1374702,,1703220182.8746061
,1703220181.4375136,1703220180.181428,,1703220182.9174354
,1703220181.4814317,1703220180.1946213,,1703220182.9614298
,1703220181.4936876,1703220180.2376108,,1703220183.0054548
,1703220181.541462,1703220180.281458,,1703220183.049415
,1703220181.585414,1703220180.3254304,,1703220183.0494246
,1703220181.6294358,1703220180.369495,,1703220183.093426
,1703220181.6294487,1703220180.3695061,,1703220183.1093352
,1703220181.6734147,1703220180.4134288,,1703220183.1494174
,1703220181.6847765,1703220180.435157,,1703220183.1934366
,1703220181.7259183,1703220180.477414,,1703220183.2374651
,1703220181.769502,1703220180.5214202,,1703220183.3048952
,1703220181.8268387,1703220180.5694602,,1703220183.3454175
,1703220181.8694737,1703220180.5694723,,1703220183.345426
,1703220181.913419,1703220180.6134248,,1703220183.3894649
,1703220181.9574356,1703220180.626531,,1703220183.438875
,1703220182.001454,1703220180.669428,,1703220183.4814262
,1703220182.0014706,1703220180.7134123,,1703220183.4814346
,1703220182.0454187,1703220180.7621183,,1703220183.5294979
,1703220182.0935733,1703220180.7621279,,1703220183.5423594
,1703220182.1374793,1703220180.8105898,,1703220183.6054127
,1703220182.1854217,1703220180.826406,,1703220183.649411
,1703220182.2294638,1703220180.8694727,,1703220183.6494212
,1703220182.2294667,1703220180.9134128,,1703220183.7037678
,1703220182.273427,1703220180.957417,,1703220183.7078574
,1703220182.2926874,1703220181.0014603,,1703220183.7494137
,1703220182.3374395,1703220181.001478,,1703220183.8033462
,1703220182.38543,1703220181.0454278,,1703220183.8454175
,1703220182.4334466,1703220181.0596404,,1703220183.8894432
,1703220182.4334564,1703220181.1014738,,1703220183.889453
,1703220182.4774163,1703220181.145432,,1703220183.9334686
,1703220182.4931552,1703220181.1894379,,1703220183.9416385
,1703220182.5578585,1703220181.2374725,,1703220184.0071442
,1703220182.6054733,1703220181.2374916,,1703220184.0534399
,1703220182.6494355,1703220181.2814517,,1703220184.053449
,1703220182.6974664,1703220181.293912,,1703220184.1062331
,1703220182.6974785,1703220181.338317,,1703220184.110602
,1703220182.7414584,1703220181.3814254,,1703220184.153425
,1703220182.7619421,1703220181.4298046,,1703220184.1974428
,1703220182.8054981,1703220181.4298196,,1703220184.241425
,1703220182.849417,1703220181.4734404,,1703220184.2414353
,1703220182.8974726,1703220181.4936802,,1703220184.2854266
,1703220182.8974862,1703220181.537468,,1703220184.3450334
,1703220182.9414942,1703220181.5814142,,1703220184.3854206
,1703220182.9587064,1703220181.6254282,,1703220184.4334965
,1703220183.0014207,1703220181.6695235,,1703220184.4774437
,1703220183.0454252,1703220181.6695404,,1703220184.4774592
,1703220183.08946,1703220181.713428,,1703220184.521445
,1703220183.1374264,1703220181.7259073,,1703220184.544392
,1703220183.1374595,1703220181.769493,,1703220184.5854206
,1703220183.1854162,1703220181.8268542,,1703220184.641288
,1703220183.1952424,1703220181.8694649,,1703220184.6814167
,1703220183.2374694,1703220181.9134107,,1703220184.6814246
,1703220183.2814271,1703220181.9574268,,1703220184.7254388
,1703220183.3254569,1703220182.0054545,,1703220184.7447152
,1703220183.3694885,1703220182.0054648,,1703220184.7854364
,1703220183.3695078,1703220182.0494103,,1703220184.8294804
,1703220183.4134386,1703220182.0935655,,1703220184.8734555
,1703220183.4276464,1703220182.1374922,,1703220184.91743
,1703220183.4694917,1703220182.185422,,1703220184.917441
,1703220183.5134118,1703220182.2294524,,1703220184.965457
,1703220183.5614598,1703220182.229467,,1703220184.976012
,1703220183.561497,1703220182.273421,,1703220185.0214317
,1703220183.6094122,1703220182.2926962,,1703220185.0658767
,1703220183.6279273,1703220182.3334749,,1703220185.1094582
,1703220183.6694763,1703220182.3814094,,1703220185.1534266
,1703220183.7134306,1703220182.4294426,,1703220185.1534424
,1703220183.757424,1703220182.4294555,,1703220185.1974573
,1703220183.8014867,1703220182.4734406,,1703220185.2103944
,1703220183.8015037,1703220182.4931426,,1703220185.2534297
,1703220183.8454108,1703220182.5578613,,1703220185.2974577
,1703220183.8602316,1703220182.6054854,,1703220185.3455155
,1703220183.901489,1703220182.6494355,,1703220185.3895488
,1703220183.9454114,1703220182.693437,,1703220185.38956
,1703220183.9894621,1703220182.7414715,,1703220185.4334507
,1703220184.0334663,1703220182.7414792,,1703220185.4430358
,1703220184.033505,1703220182.78544,,1703220185.4894269
,1703220184.0814488,1703220182.7945545,,1703220185.5451088
,1703220184.0935097,1703220182.8375316,,1703220185.6074538
,1703220184.137478,1703220182.8814194,,1703220185.6769717
,1703220184.181422,1703220182.9254177,,1703220185.717451
,1703220184.2254407,1703220182.9694662,,1703220185.7614393
,1703220184.2694554,1703220182.969485,,1703220185.7614725
,1703220184.2694721,1703220183.0134172,,1703220185.8055985
,1703220184.3134255,1703220183.0181441,,1703220185.816598
,1703220184.3293076,1703220183.0654943,,1703220185.8574448
,1703220184.3795083,1703220183.1094182,,1703220185.9014819
,1703220184.4214504,1703220183.1574297,,1703220185.9494057
,1703220184.465444,1703220183.2014909,,1703220185.949415
,1703220184.465461,1703220183.2015028,,1703220185.9934254
,1703220184.509498,1703220183.245458,,1703220186.012863
,1703220184.5220797,1703220183.260254,,1703220186.0574265
,1703220184.569477,1703220183.3014452,,1703220186.1014998
,1703220184.6134439,1703220183.349415,,1703220186.1454225
,1703220184.661438,1703220183.3934083,,1703220186.145434
,1703220184.7054744,1703220183.4416358,,1703220186.189449
,1703220184.7055092,1703220183.4416475,,1703220186.212681
,1703220184.7494118,1703220183.4854164,,1703220186.3090875
,1703220184.7609856,1703220183.4940405,,1703220186.3494205
,1703220184.801428,1703220183.537498,,1703220186.3934672
,1703220184.8937223,1703220183.581418,,1703220186.3934803
,1703220184.9414494,1703220183.6254365,,1703220186.4446762
,1703220184.985428,1703220183.6694705,,1703220186.4484267
,1703220185.0294194,1703220183.669493,,1703220186.4934442
,1703220185.0734656,1703220183.717428,,1703220186.541486
,1703220185.073499,1703220183.7278047,,1703220186.5894535
,1703220185.1174288,1703220183.769467,,1703220186.6334422
,1703220185.1286983,1703220183.8134117,,1703220186.6334548
,1703220185.1694832,1703220183.8574376,,1703220186.6774714
,1703220185.213424,1703220183.9054272,,1703220186.7128806
,1703220185.2574158,1703220183.9054632,,1703220186.7534351
,1703220185.301457,1703220183.9494293,,1703220186.7974348
,1703220185.3014743,1703220183.9591925,,1703220186.8414721
,1703220185.3454714,1703220184.0014763,,1703220186.8414862
,1703220185.359886,1703220184.0454412,,1703220186.8854325
,1703220185.405464,1703220184.09344,,1703220186.885496
,1703220185.44941,1703220184.0934541,,1703220186.9451516
